-6.876883999999999775e-01 3.026345400000000074e-01 1.997575499999999948e+00 3.791405799999999999e+03 9.295092999999999606e+00 3.685765700000000200e-02
-6.980454299999999668e-01 2.993728999999999973e-01 1.994757300000000066e+00 3.788307600000000093e+03 1.523362350000000021e+01 4.345544800000000069e-02
-6.981340600000000007e-01 3.034894200000000097e-01 1.995138800000000101e+00 3.788726999999999862e+03 7.745910600000000201e+00 3.468438599999999761e-02
-6.966689000000000354e-01 3.079392599999999924e-01 1.995379299999999967e+00 3.788991500000000087e+03 9.295092999999999606e+00 3.685765700000000200e-02
-6.935352000000000183e-01 2.392231700000000127e-01 1.998999100000000029e+00 3.792970699999999852e+03 2.340986300000000142e+01 5.014674999999999688e-02
-6.938963500000000506e-01 2.676088500000000092e-01 1.993880400000000108e+00 3.787343800000000101e+03 1.833198700000000159e+01 4.622174800000000000e-02
-6.958239699999999583e-01 2.115733999999999948e-01 1.998386400000000007e+00 3.792297000000000025e+03 1.239345600000000047e+01 4.056710000000000177e-02
-6.595155999999999796e-01 6.386485699999999710e-01 1.593389900000000026e+00 3.304554200000000037e+03 2.433937200000000018e+02 1.254712799999999906e-01
-6.526615000000000055e-01 6.556539500000000409e-01 1.595298000000000105e+00 3.307118699999999990e+03 1.003525700000000001e+02 9.338648600000000466e-02
-6.478720999999999508e-01 6.287098500000000145e-01 1.594944200000000034e+00 3.306643000000000029e+03 1.299591599999999936e+01 4.724728300000000103e-02
-6.423607999999999540e-01 6.298247599999999835e-01 1.595383400000000007e+00 3.307233400000000074e+03 8.692633000000000720e+00 4.131980999999999848e-02
-6.144857000000000236e-01 6.288582000000000338e-01 1.594817799999999952e+00 3.306473100000000159e+03 7.461893499999999335e+01 8.460399500000000128e-02
-6.144922400000000229e-01 6.299810999999999606e-01 1.594535599999999942e+00 3.306094000000000051e+03 2.289347599999999971e+01 5.706175399999999925e-02
-6.116232999999999809e-01 6.328357999999999484e-01 1.595154399999999972e+00 3.306925499999999829e+03 3.003691900000000103e+01 6.246829799999999849e-02
-6.414009299999999802e-01 6.337964999999999849e-01 1.596634000000000109e+00 3.308914000000000215e+03 9.432796999999999343e+01 9.147898999999999614e-02
-6.435975999999999919e-01 6.247377400000000414e-01 1.595885299999999951e+00 3.307907700000000204e+03 1.712706999999999979e+01 5.180069000000000340e-02
-6.700028000000000095e-01 6.142896399999999701e-01 1.594106299999999976e+00 3.305516999999999825e+03 1.075820900000000080e+01 4.436302999999999774e-02
-6.858999999999999542e-01 6.620403999999999733e-01 1.594109999999999916e+00 3.305521999999999935e+03 3.545905700000000138e+01 6.602123000000000019e-02
-6.651799000000000461e-01 -1.366531400000000063e-01 2.009144299999999994e+00 3.804123500000000149e+03 9.690994000000000597e+01 8.051917000000000102e-02
-6.621599000000000235e-01 -1.448185999999999918e-01 2.008947800000000061e+00 3.803907499999999800e+03 6.059023299999999779e+01 6.885107000000000033e-02
-6.725023399999999762e-01 -1.354723399999999967e-01 2.009221300000000099e+00 3.804208299999999781e+03 5.938531399999999572e+00 3.174457299999999815e-02
-6.610228999999999688e-01 -1.558514000000000010e-01 2.008361299999999794e+00 3.803262700000000223e+03 6.368859499999999940e+01 7.000521599999999511e-02
-6.591883299999999890e-01 -1.606671500000000086e-01 2.007926700000000064e+00 3.802784999999999854e+03 2.771314599999999828e+01 5.304833999999999938e-02
-6.989142999999999883e-01 -1.245404400000000023e-01 2.008979599999999976e+00 3.803942399999999907e+03 5.172546799999999934e+01 6.531475500000000212e-02
-6.720984599999999531e-01 -1.127294400000000002e-01 2.007450299999999910e+00 3.802261199999999917e+03 6.816401000000000465e+01 7.160800000000000498e-02
-5.910839399999999744e-01 5.059365599999999796e-01 1.589003699999999908e+00 3.298659700000000157e+03 2.186067999999999856e+01 5.619044000000000122e-02
-5.860229999999999606e-01 5.147930400000000351e-01 1.588863499999999984e+00 3.298471199999999953e+03 1.979510499999999951e+01 5.436179800000000284e-02
-6.063093999999999983e-01 5.041900000000000270e-01 1.589649300000000043e+00 3.299527300000000196e+03 1.593075599999999952e+02 1.089398200000000067e-01
-6.096441000000000221e-01 5.008283000000000040e-01 1.589874599999999916e+00 3.299829999999999927e+03 2.340986300000000142e+01 5.748759600000000192e-02
-6.761658000000000390e-01 -4.127080699999999824e-01 2.041685999999999890e+00 3.839896999999999935e+03 4.139758700000000147e+01 6.064125499999999808e-02
-6.947713500000000098e-01 9.706502999999999659e-02 2.038930999999999827e+00 3.836868199999999888e+03 3.743856999999999857e+01 5.864301000000000236e-02
-6.483423000000000380e-01 -1.270846900000000002e-01 2.002361000000000057e+00 3.796666499999999814e+03 9.381158399999999631e+01 7.965174999999999339e-02
-6.587372999999999701e-01 -1.234664300000000020e-01 2.002830499999999958e+00 3.797182600000000093e+03 3.631971399999999761e+01 5.805290999999999924e-02
-6.545064999999999911e-01 -1.236118300000000059e-01 2.002540000000000209e+00 3.796863499999999931e+03 1.652460900000000166e+01 4.464987299999999965e-02
-6.556316599999999495e-01 -1.108003300000000024e-01 2.002172499999999911e+00 3.796459199999999782e+03 1.290985099999999974e+01 4.112288399999999844e-02
-6.442432000000000158e-01 -1.436970200000000086e-01 2.001492700000000013e+00 3.795712199999999939e+03 5.542629199999999656e+01 6.683671500000000487e-02
-6.297509000000000023e-01 -1.144618240000000037e-01 2.001220500000000069e+00 3.795412800000000061e+03 6.506565000000000509e+01 7.050615999999999828e-02
-6.367320400000000546e-01 -1.126505200000000040e-01 2.001027000000000111e+00 3.795200200000000223e+03 1.910657899999999998e+01 4.686379799999999818e-02
-6.392324600000000023e-01 -1.146816799999999942e-01 2.001206600000000169e+00 3.795397500000000036e+03 5.680334000000000216e+00 3.127767499999999784e-02
-6.992272000000000487e-01 -1.569579100000000060e-01 2.022045100000000151e+00 3.818305699999999888e+03 1.187706299999999970e+01 3.999566000000000232e-02
-6.664957400000000032e-01 5.813612000000000224e-01 1.595713399999999949e+00 3.307676800000000185e+03 4.118242500000000064e+02 1.495128400000000080e-01
-6.829056000000000015e-01 5.840652600000000305e-01 1.596915499999999932e+00 3.309292199999999866e+03 9.983617999999999881e+00 4.327169000000000154e-02
-5.633830399999999461e-01 5.465790600000000055e-01 1.624366999999999894e+00 3.346184299999999894e+03 2.253199299999999994e+02 1.222853400000000063e-01
-5.803684599999999749e-01 5.485086000000000128e-01 1.624486000000000097e+00 3.346344200000000001e+03 2.530330700000000022e+01 5.899750399999999922e-02
-5.693675000000000264e-01 5.318325000000000413e-01 1.624537700000000084e+00 3.346413799999999810e+03 1.144673399999999930e+01 4.528994000000000075e-02
-5.588007600000000075e-01 5.443271400000000426e-01 1.622389000000000081e+00 3.343526100000000042e+03 6.738942000000000121e+01 8.177837000000000300e-02
-6.739934699999999834e-01 -2.868274000000000101e-01 2.043559600000000032e+00 3.841956499999999778e+03 1.230739100000000086e+01 4.047297700000000026e-02
-6.847465000000000357e-01 -6.135071500000000011e-01 1.998068699999999920e+00 3.791947999999999865e+03 7.763123000000000218e+01 7.478055000000000119e-02
-6.889924400000000393e-01 -6.152851599999999976e-01 1.998392100000000005e+00 3.792303499999999985e+03 1.833198700000000159e+01 4.622174800000000000e-02
-6.949807000000000068e-01 -6.236952500000000343e-01 1.998530300000000093e+00 3.792455300000000079e+03 2.435658499999999904e+01 5.081383500000000164e-02
-6.933907000000000265e-01 -5.931344600000000300e-01 1.997213700000000092e+00 3.791007999999999811e+03 3.571725500000000153e+01 5.773012699999999914e-02
-5.392377400000000209e-01 5.364682699999999693e-01 1.587591799999999997e+00 3.296762200000000121e+03 8.288124000000000535e+01 8.761799000000000670e-02
-5.475238000000000049e-01 5.356340000000000545e-01 1.587875200000000042e+00 3.297143000000000029e+03 2.891806599999999960e+01 6.168282800000000204e-02
-5.513831399999999938e-01 5.296005000000000296e-01 1.587856300000000109e+00 3.297117699999999786e+03 4.294677000000000078e+01 7.037493999999999694e-02
-5.608246000000000064e-01 5.494620999999999533e-01 1.587771299999999997e+00 3.297003400000000056e+03 4.604513500000000192e+01 7.202817999999999721e-02
-5.404936999999999658e-01 5.388545399999999930e-01 1.588982799999999918e+00 3.298631600000000162e+03 2.091395800000000094e+01 5.536728999999999956e-02
-5.455143000000000075e-01 5.614756300000000033e-01 1.587149900000000002e+00 3.296168200000000070e+03 4.002053999999999689e+01 6.873883000000000076e-02
-5.530106999999999662e-01 5.577069999999999528e-01 1.587383999999999906e+00 3.296483000000000175e+03 2.358199300000000065e+01 5.762815500000000035e-02
-5.811528000000000249e-01 5.499125999999999737e-01 1.587398899999999946e+00 3.296503000000000156e+03 2.151641800000000160e+01 5.589391700000000129e-02
-6.012687700000000079e-01 5.190064300000000186e-01 1.623147200000000012e+00 3.344545200000000023e+03 3.847136700000000076e+01 6.784019600000000538e-02
-6.134026000000000201e-01 5.228692999999999813e-01 1.622613199999999978e+00 3.343827400000000125e+03 1.721313500000000118e+01 5.188731500000000330e-02
-6.184952999999999701e-01 5.131862000000000368e-01 1.622498800000000019e+00 3.343673600000000079e+03 2.186067999999999856e+01 5.619044000000000122e-02
-6.008301999999999810e-01 5.121193000000000550e-01 1.623636999999999997e+00 3.345203399999999874e+03 2.625002999999999886e+01 5.972431000000000267e-02
-6.012353000000000280e-01 5.047359000000000151e-01 1.623999100000000029e+00 3.345690000000000055e+03 4.561480500000000049e+00 3.332804000000000322e-02
-5.984936400000000489e-01 5.030120000000000147e-01 1.623926999999999898e+00 3.345592999999999847e+03 2.754101599999999905e+01 6.068777000000000199e-02
-6.154961599999999589e-01 5.505794000000000521e-01 1.622558500000000015e+00 3.343753999999999905e+03 1.557788700000000048e+01 5.018925300000000311e-02
-6.999998699999999685e-01 -1.923901699999999992e-01 2.024089299999999980e+00 3.820552700000000186e+03 1.108525850000000048e+02 8.420898999999999746e-02
-6.971283999999999814e-01 -1.955399200000000060e-01 2.023960600000000110e+00 3.820411099999999806e+03 5.250005999999999773e+01 6.563917499999999405e-02
-6.963579699999999928e-01 -2.097955800000000093e-01 2.023852300000000159e+00 3.820292199999999866e+03 4.819677399999999778e+00 2.961073300000000019e-02
-6.981057000000000512e-01 -4.245377000000000178e-01 2.036183600000000204e+00 3.833848100000000159e+03 7.229516499999999901e+00 3.389582800000000284e-02
-6.843117499999999964e-01 -4.299740799999999807e-01 2.034979600000000222e+00 3.832524399999999787e+03 6.885253999999999763e+00 3.334902599999999689e-02
-6.957534600000000458e-01 -4.886084500000000275e-01 1.997246899999999936e+00 3.791044400000000223e+03 1.876231599999999844e+01 4.658062400000000103e-02
-6.929782599999999571e-01 -4.728556300000000268e-01 1.996801499999999896e+00 3.790554999999999836e+03 1.239345600000000047e+01 4.056710000000000177e-02
-6.737814500000000040e-01 -4.782051999999999969e-01 1.995735999999999954e+00 3.789383499999999913e+03 4.630333000000000254e+01 6.294779999999999820e-02
-5.488109599999999588e-01 6.871139000000000552e-01 1.587127299999999908e+00 3.296137999999999920e+03 3.657791000000000281e+01 6.670844600000000457e-02
-5.264795399999999681e-01 6.985217000000000231e-01 1.585906299999999991e+00 3.294496999999999844e+03 6.661482999999999777e+01 8.146383599999999781e-02
-6.978748999999999647e-01 -3.834954199999999758e-01 2.017591700000000099e+00 3.813409999999999854e+03 2.745494800000000168e+01 5.288307700000000056e-02
-6.952126600000000378e-01 -3.718272699999999875e-01 2.017850999999999839e+00 3.813695000000000164e+03 4.638939700000000244e+01 6.298678000000000610e-02
-6.833123599999999520e-01 -1.380181799999999903e-01 2.003016500000000200e+00 3.797387200000000121e+03 1.062050399999999968e+02 8.301531500000000618e-02
-6.688382600000000178e-01 4.296974800000000205e-01 1.618853799999999898e+00 3.338775099999999838e+03 1.045697899999999976e+02 9.467673999999999535e-02
-6.677505000000000246e-01 4.283271000000000162e-01 1.618717200000000078e+00 3.338591600000000199e+03 2.513118400000000108e+01 5.886342399999999753e-02
-6.854983599999999733e-01 4.323350499999999985e-01 1.618413799999999902e+00 3.338183799999999792e+03 1.695493700000000104e+01 5.162656999999999663e-02
-6.522929699999999720e-01 -4.072865800000000092e-01 1.996605900000000045e+00 3.790339800000000196e+03 4.449595300000000009e+01 6.211788599999999716e-02
-6.958830400000000083e-01 -1.746964999999999976e-02 2.018706299999999842e+00 3.814635299999999916e+03 6.360253000000000156e+01 6.997367000000000170e-02
-6.783091999999999455e-01 3.240437000000000178e-02 2.029608500000000149e+00 3.826619999999999891e+03 9.398371000000000208e+01 7.970043000000000266e-02
3.231396999999999742e-01 -9.191689999999999583e-02 9.690737000000000656e-02 2.850144000000000233e+02 2.086231799999999907e+02 2.014570699999999881e-01
3.194546999999999803e-01 -7.808420000000000638e-02 9.688167999999999780e-02 2.849404599999999732e+02 2.332380500000000012e+01 9.445807999999999982e-02
3.040011000000000241e-01 -8.562261000000000177e-02 9.694204500000000446e-02 2.851141999999999825e+02 1.015575199999999967e+01 7.355841000000000462e-02
3.398933399999999883e-01 -1.959493200000000102e-01 9.691381500000000038e-02 2.850329600000000028e+02 2.840167000000000108e+00 4.810345500000000329e-02
-6.384933999999999887e-01 6.967118399999999712e-01 1.599466599999999961e+00 3.312720699999999852e+03 1.084427449999999915e+01 4.448101699999999770e-02
-6.976172299999999771e-01 -5.247488999999999626e-01 2.007355700000000187e+00 3.802157200000000103e+03 1.368444200000000066e+01 4.192942000000000197e-02
-5.734255000000000324e-01 6.379540999999999684e-01 1.595486500000000030e+00 3.307371799999999894e+03 1.221271899999999988e+02 9.970386000000000526e-02
-5.587488000000000454e-01 6.413992600000000266e-01 1.595381900000000019e+00 3.307231200000000172e+03 1.841805499999999896e+01 5.307081699999999930e-02
-6.968199000000000476e-01 -2.700343399999999838e-01 2.012859800000000199e+00 3.808208000000000084e+03 6.584023999999999432e+01 7.078484399999999954e-02
-6.982016599999999462e-01 -1.749681700000000062e-01 2.019585999999999881e+00 3.815602300000000014e+03 8.227877999999999759e+01 7.624401999999999568e-02
-6.980701999999999741e-01 -1.794099000000000110e-01 2.020103199999999877e+00 3.816170700000000124e+03 6.282793999999999990e+00 3.234651000000000193e-02
-6.517570599999999992e-01 -6.906206599999999973e-01 2.008411199999999841e+00 3.803317599999999857e+03 8.666813000000000500e+01 7.757640999999999842e-02
-5.056991600000000364e-01 4.505747299999999789e-01 1.596065800000000090e+00 3.308150399999999991e+03 9.785666999999999405e+01 9.260575999999999530e-02
-6.853148300000000415e-01 -1.645262999999999864e-01 2.003593700000000144e+00 3.798021699999999782e+03 2.452871700000000033e+01 5.093325700000000261e-02
-6.901329000000000491e-01 -1.576169699999999951e-01 2.003372000000000153e+00 3.797777799999999843e+03 8.090173000000000059e+00 3.519080000000000125e-02
-6.978655999999999748e-01 -1.062466350000000059e-01 2.000584799999999941e+00 3.794713900000000194e+03 7.436074000000000694e+01 7.371531400000000400e-02
-5.748623999999999956e-01 6.476091999999999960e-01 1.588330100000000078e+00 3.297754399999999805e+03 2.754101599999999905e+01 6.068777000000000199e-02
-6.904662999999999773e-01 -2.274065899999999918e-01 2.045166299999999993e+00 3.843722999999999956e+03 5.861072000000000060e+01 6.809295999999999405e-02
